text,expected,predicted
"А кого сатана убил ? Ради образрванности
",1.0,1.0
"только Вазгены своих дочерей в шлюшьи танцы вах слющай да не отдают То-то всякие Загитовы на олимпиадках цацки получают.
",1.0,0.0
"На рынке у нас по опросу с кременчугского водохранилища привозят рыбу. Плотва.
",0.0,0.0
"С начала года свыше 40 тысяч россиян объявили себя самозанятыми, однако вскоре столкнулись с блокировками своих счетов со стороны банков, которые запрещают физическим лицам использовать личные счета для ведения бизнеса. Об этом пишет портал Banki.Ru. По словам налоговых экспертов, кредитные организации не всегда знают, как квалифицировать деятельность самозанятых. Они получают доход на свои личные карты, хотя использование счета физлица для предпринимательской деятельности обычно прямо запрещается в договоре обслуживания. В итоге самозанятые россияне столкнулись с блокировками счетов. Человек открыл счет, и в итоге ему счет заблокировали и карту тоже. При этом ему не могут открыть счет как индивидуальному предпринимателю (ИП), потому что для этого необходимо предоставить свидетельство о регистрации в качестве ИП. А самозанятый в ЕГРИП Единый государственный реестр индивидуальных предпринимателей не регистрируется, там уведомительный порядок , - рассказал глава комитета по налогам московского отделения Опоры России Сергей Зеленов. По его словам, с такими сложностями недавно столкнулся клиент Сбербанка из Рязани. Еще один бизнесмен из Красноярска рассказал, что его личные счета оказались заблокированы из-за подозрений в нарушении антиотмывочного законодательства. В судебном споре со Сбербанком он пытается доказать, что переводил деньги на свои карты из-за специфики бизнеса. Вчитавшись в условия обслуживания счетов физлиц, мужчина обнаружил странное противоречие: самозанятый гражданин может принимать деньги от физических и юридических лиц на счет физического лица, используя его в предпринимательских целях, что прямо запрещено законодательством. Согласно определению Минюста, самозанятые граждане ведут предпринимательскую деятельность на личном участии . Они не зарегистрированы в качестве ИП, но сообщили о своем бизнесе в налоговую службу. При этом в федеральном законе не указано, что операции самозанятых являются предпринимательской деятельностью, в отличие от индивидуальных предпринимателей. В то же время множественные переводы от других физлиц или компаний, характерные для самозанятых, могут настораживать руководство банков, а тарифы на обслуживание для физлиц ниже, чем для предпринимателей. По данным Федеральной налоговой службы (ФНС), к середине марта число самозанятых в России превысило 40 тысяч человек. Глава ведомства Михаил Мишустин связал успех с появлением налога на профессиональный доход. С 2019 года россияне, работающие на себя, могут перейти на новый режим налогообложения при соблюдении ряда условий. Среди них, например, доход до 2,4 млн рублей в год и ведение деятельности в четырех экспериментальных регионах. Этот налоговый режим могут выбрать и индивидуальные предприниматели, которые, впрочем, должны будут по-прежнему проводить операции по счетам, открытым для ИП. Новый сбор можно уплачивать с помощью специального мобильного приложения Мой налог . В пресс-службе ФНС пояснили, что по закону самозанятые не обязаны уведомлять банк о своем статусе и не ограничены в том, как получать доход: наличными, переводами на счет или на карты. Юристы отмечают, что под контроль банков не попадают операции на сумму выше 2,4 миллиона рублей в год, или 200 тысяч рублей в месяц, однако в дальнейшем ситуация может измениться. По словам экспертов, кредитные организации формально не требуют от самозанятых сообщать о своей деятельности, но советуют сделать это, чтобы снять риски, связанные с непроведением операций по счету клиента. Для этого физическому лицу стоит направить в банк уведомление о работе со счетом в режиме самозанятого. Кроме того, банки могут в любой момент потребовать у клиента объяснить характер финансовых операций в рамках 115-ФЗ. Если самозанятый не сообщил в кредитную организацию о своем статусе, банк не узнает, для каких целей будет в дальнейшем использоваться счет, и нетипичные операции сразу вызовут подозрение, что может стать основанием для блокировки транзакций, дистанционных сервисов, карт и счетов. В дальнейшем клиенту может грозить расторжение договора о банковском обслуживании и занесение в черный список. Представители Альфа-банка , Тинькофф банка , Совкомбанка и Росбанка заявляют, что риск блокировок невелик, а российское законодательство распространяется на всех клиентов, в том числе на самозанятых. Альфа-банк и Тинькофф банк уже внесли в свои договоры изменения, согласно которым операции клиентов, связанные с осуществлением предпринимательской деятельности с применением налога на профессиональный доход, разрешены как для физических лиц, так и для индивидуальных предпринимателей. Однако для подстраховки специалисты советуют открыть отдельный счет, на который будут поступать только доходы, связанные с бизнесом: все поступления на выбранную карту будут учтены как средства от профессиональной деятельности и на основании этой суммы будет рассчитан налог. Не исключено, что в дальнейшем старые договоры обслуживания перезаключаться не будут, а новым клиентам - самозанятым предложат усовершенствованные соглашения. Напомним, закон о налоге на самозанятых был подписан в ноябре прошлого года. Под самозанятыми понимаются граждане, не имеющие работодателя и наемных работников, но предоставляющие услуги или создающие некий продукт, доход от которых составляет не более 2,4 миллиона рублей в год, то есть не более 200 тысяч рублей в месяц. Закон вступил в силу с 1 января 2019 года в Москве, Подмосковье, Калужской области и Татарстане. Если эксперимент пройдет успешно, его распространят на всю Россию. Эксперимент продлится до 2029 года. Закон предполагает, что работающие на себя граждане будут платить налог в 4 от дохода. Если же заказчиками самозанятого выступают юрлица или индивидуальные предприниматели, то ставка налога составит 6 . С нарушителей нового налогового режима в первый раз будет взыскиваться штраф в размере 20 от суммы, на которую не был выставлен чек (но не менее 1000 рублей). В случае рецидива будет отниматься 100 дохода, который не был официально учтен. При этом штрафовать будут только зарегистрированных самозанятых граждан. Ряд исключений, прописанных в законе, не дадут перейти на новый налоговый режим лицам, торгующим подакцизными товарами и товарами, подлежащими обязательной маркировке. Не подпадают под закон также лица, осуществляющие перепродажу товаров, имущественных прав , а также те, кто занимается добычей или продажей полезных ископаемых. Кроме того, на эксперимент не смогут перейти арбитражные управляющие, медиаторы, оценщики, нотариусы и адвокаты частной практики. Участники эксперимента освобождаются от уплаты налога на доходы физических лиц (НДФЛ) в отношении доходов, полученных от профессиональной деятельности. Также они не уплачивают НДС, за исключением ситуации при ввозе товаров на территорию РФ. Ожидается, что 63 от введенного налога будет направлено в региональные бюджеты, оставшиеся 37 - в бюджет Федерального фонда ОМС. Налоговый режим для самозанятых может распространиться по всей России не ранее 2020 года. К тому времени особый режим налогообложения обретет статус отдельной статьи в Налоговом кодексе и уже не будет считаться экспериментом. Согласно Налоговому кодексу, к услугам самозанятых относятся, например, уход за детьми, уборка, ремонт одежды, репетиторство, парикмахерские услуги, педикюр и маникюр на дому, проведение экскурсий. По оценкам Минтруда, в России 12 млн самозанятых, эксперты называют цифру в 20 млн. Подробнее:
",0.0,0.0
"Пидорыло хохлозависимое, опять пропускаешь приём таблеток?
",1.0,0.0
"Хорошая была бы история. Но ссылка все портит. Фотки не гуглятся - хорошие фотки. Но упаковки купленных яиц отличается от упаковки любых которые в магазине. Интерторг, вы говорили. А в принципе, что тут придираться. Не хочу выглядеть злой букой, не видно тут прям рекламы.
",0.0,0.0
"Шапочку из фольги надень Я без неё в тред и не хожу. Постер выглядел искренним) Таким же, как цыганка-нищенка с золотыми зубами или ещё искренней? Нынешний вайп -ещё тупее прошлого.
",1.0,0.0
"Как я понимаю, у поверхностей отражаемость поглощаемость разная. Типо нельзя прям до градусов температуру разных материалов сравнивать.
",0.0,0.0
"Их нужно отбирать у пешеходов. автобляди аухели... А пешеходят куда передвигаться?
",1.0,1.0
"ЛОЛ, НАЙС! А по лайками дислайкам вполне можно говорить о соотношении ссаной поехавшей либерды с хохлами, и адекватных людей.
",1.0,0.0
"Не читал все комменты, но возникло ощущение по итогам этого эксперимента, что можно уволить минимум 1ого офисника и предприятие ни в чем не потеряет.
",0.0,0.0
"ХОХЛЫ!! КРУГОМ ХОХЛЫ !! Gifx
",1.0,1.0
"Парадоксальная ситуация. У меня все лампы что дохли это те у которых умирает один из светодиодов в цепи.
",0.0,0.0
"спраебливо!справебыдло....спра....спрамедлив...сп...вем....спра велд мм спармеблинное
",1.0,1.0
"Ну не скажи, у меня знакомый через них полуторку толкнул на 70к выше рынка, а до этого не мог продать почти пол года.
",0.0,0.0
"Обратился, мне помогли, спасибо.
",0.0,0.0
"Может верблюдов сжечь? Во славу и величие Израиля, к примеру.
",1.0,0.0
"они чернявые чурки, а ариец это в первую очередь белый господин. thread
",1.0,0.0
"Смотрите кокой я грозный пынявый лох и как я своими титиническими легкими мощно задуваю в сочную американскую залупу.
",1.0,1.0
"Да ну, не верю. По тому что я видел: квартиры пожалуйста, пенсия супер, все лекарства, лечение, любой чих в виде жалобы сразу рассматривается. Не просто так, так и должно быть в принципе.
",0.0,0.0
"Был в Равенне в августе 2018. Очень красивый город, есть что посмотреть. В этом году опять поеду.
",0.0,0.0
"Сейчас такие путешествия без проблем делают на велосипедах или даже пешком
",0.0,0.0
"А если Крёстного отца... ? Ты говоришь, что ты шваль. Но ты говоришь это без унижения .
",1.0,1.0
"OneWeb стал значимым заказчиком продукции российской ракетно-космической промышленности. Это 21 ракета-носитель Союз производства РКЦ Прогресс , разгонные блоки Фрегат производства НПО им. Лавочкина, более 600 спутниковых двигателей производства ОКБ Факел , Ибать... А пруфы, можно? Или Гос. тайна?
",0.0,0.0
"Потому что он гомогеев убивал.
",0.0,1.0
"Всё как на швитом Западе. Пахомия в нем уже по-факту, а тебе хохлуту еще 15 лет топить до уровня 13 года.
",1.0,0.0
"Гузалией Петровой Муслимы, хули от вас всегда проблемы? Вспомните вот этого некогда винрарного знатока, только женился на муслимке Женат на Джамиле Двинятиной (Садуллаевой) - сразу стал поехавшим и обидчивым - устроил скандал в эфире, за что и был выкинут на мороз. Вы все портите, вы как русня, только еще хуже.
",1.0,0.0
"Это фасад 1993, а ты посмотри дворы , там совсем другие картинки.....: 21 сентября 5 октября 1993 года произошли трагические события новейшей российской истории: роспуск по президентскому указу 1400 Съезда народных депутатов и Верховного Совета России, в нарушение действующей на тот момент Конституции, почти двухнедельное противостояние, завершившееся массовыми расстрелами защитников Верховного Совета 3-5 октября у телецентра в Останкино и в районе Белого дома. Источник:
",0.0,0.0
"люди к сожалению доверие не вызывают. Сколько этих выброшенных владельцами сказать страшно.
",0.0,0.0
"без лопаты пусть идет. тренированным языком пусть снег убирает.
",1.0,0.0
"Да я и так согласен, в принципе.",1.0,0.0
"У него батя или брат - мент. Это объясняет ватность и совкодрочерство.
",1.0,0.0
"Ну, соглашусь конечно, но все же хочется иногда почитать что было в прошлом треде, те же ответы на свои посты реакты или обсуждение чего либо по теме раздела те немногие А так же картиночки.",1.0,0.0
"Наши тоже не сидели в одном месте. Бегали по всему району. Однако, кто хочет, тот найдёт.
",0.0,0.0
"На самом деле это не обязательно. Достаточно посмотреть на современные государства и выявить какие из них могут творить дичь, а какие не могут и выявить что у них общего.
",0.0,0.0
"Верните деньги Артёму... И бэху Карэну. Надеюсь на пикабу дойдёт до адресата.
",1.0,1.0
"Надо что-то делать, надо что-то делать, надо что-то делать.. надо выпить..
",0.0,0.0
"Ну то, что по нотам настраивать, это понятно. Непонятно что там подкручивать надо.
",0.0,0.0
"Собственно, считается, что зебра в городе в принципе безопаснее моста туннеля
",0.0,0.0
"Сиськи никогда не запретят
",0.0,0.0
"А актриса потом на видео воспитательный процесс производит или ее в отделении допрашивают? Есть видео?
",0.0,0.0
"Вообще-то предназначена Обочина - элемент дороги, примыкающий непосредственно к проезжей части на одном уровне с ней, отличающийся типом покрытия или выделенный с помощью разметки 1.2 используемый для движения, остановки и стоянки в соответствии с Правилами дорожного движения 2019-2018 России(РФ).
",0.0,0.0
"В последнее время еще и пластиковые высотки и ТЦ.
",0.0,0.0
"Собаки ебаные твари нахуй они нужны где отлов бродячих псов
",1.0,1.0
"При проблемах с детьми психиатру всегда надо показывать родителей.
",1.0,0.0
"Этож как нужно не следить за инструментом, что бы вот до такого дойти...
",0.0,0.0
"Почему-то сразу стадо скачущих свиней на Майдане вспоминается. И срака, в которой сейчас Украинушка.
",1.0,0.0
"Ты долбоеб? Откуда у пидорашек оружие дома, тем более двухстволка за 1000 долларов? И куда бы они хуйнули с дробовика? Попали бы и в ебанатку с калом на губах и в пацана-насильника, всех в труху. Или ты тот самый человек, считающих что короткоствол не нужон, так как в первый же день все друг друга поубивают и налоги не будет кому платить?
",1.0,1.0
"Ты забыл его хохлом обозвать, подсос.
",1.0,1.0
"Не, ну а чо, мама свое пожила, схомячат с собакеном в голодные годы, ироды
",1.0,0.0
"У меня телефон с акумом на 2550 мач, так он со всей выключенной херней прогнозировал месяц пролежать без дела. То этот походу у меня бы пролежал более полугода.
",0.0,0.0
"С первой тоже. У меня родственница была с первой группой инвалидности по псих.заболеванию, но дееспособности не была лишена.
",0.0,0.0
"Многое зависит даже не от емкости аккумулятора, а от процессора, прошивки и разных других факторов. У моего друга был сяоми на МТКшном проце, так у него разряд дикий был, у квалкомов в этом плане лучше, хотя косячные процессоры встречаются. Я специально смотрел по тестам производительности и автономности, прежде чем выбрать свой телефон.
",0.0,0.0
"Ну я у себя А8 дешевле 21 не нашел. S8 в мтсе с кешбеком 29500 получается. Просто я сам хочу поменять свой Honor 9 и вот думаю на что.
",0.0,0.0
"спасибо за ответ, сделали рентген и на нем увидели? или нет
",0.0,0.0
"1400 мм льют или больше?
",0.0,0.0
"чего??) все тут нормально работает, в дискорде бывают проблемы только в запланированные технические работы, о чем предупреждают заранее. Пользуемся уже давно, лучшее приложение. Если коротко, научись пользоваться подобными инструментами
",0.0,0.0
"Вот расположение. Только я не местный, так что совершенно не представляю, как туда добираться своим ходом.
",0.0,1.0
"Если все из перечисленного исправляется химчисткой, то какая разница? Умысла навредить нет в обоих случаях, а не уследили они за своим ребенком, или за своими кривыми руками, меня мало волнуют.
",0.0,0.0
"А ты гей-геронтофил )
",1.0,1.0
"Работает геймдизайнером в варгейминге над игрой Калибр
",1.0,0.0
"Кстати сейчас цех запускаем как раз с стх310 и стх510. Неплохие станки.
",0.0,0.0
"Терпите, бабоньки, терпите. Такова женская доля. Можете кричать и плакать, посуду бить, но терпеть. Никто вам не говорил, что с мужьями будет легко.
",1.0,0.0
"Если бы вы жили на побережье и местные рыбаки занимались незаконным выловом рыбы в терр. водах другой страны, может красная рыба для вас и стоила бы дешевле курицы
",0.0,0.0
"Это всё хорошо и красиво. А не может ли суд ошибаться? Случайно, или намеренно?
",0.0,0.0
"Бля, заебал он уже, во всякой бочке затычка. Где его нестиранные штаны в дальнейшем увидим?",1.0,1.0
"Оп. Доказательство того, что ты не умеешь читать. Вижу, что такое заусенец, вижу кромки деталей не должны иметь заусенцев . Только я, в отличии от тебя, еще читаю другие слова кроме искомых, а именно: кромки МЕТАЛЛИЧЕСКИХ деталей не должны иметь заусенцев . Ты слился: по IQ, по умению читать, по умению делать оценку качества, по умению отвечать на вопросы. Странно, что ты дышать умеешь и даже писать.
",1.0,1.0
"Первая Чеченская показала обратное
",1.0,1.0
"Нет, просто инвертируется цвет, текст станет белым, а фон черным. Но если перестараться то и текст зачернится.
",0.0,0.0
"Я чего то не понял чего челика минусят? Таких девушек не бывает?
",1.0,0.0
"Даже хохлы в гейропу не хотят, бабосы не те?
",1.0,0.0
"НЕ ПЫНЯ!!! НЕ ПЫНЯ!!! НЕ ПЫНЯ!!!
",1.0,1.0
"Я двадцать седьмой год работаю по 12-14 часов, люблю работать просто.
",0.0,0.0
"нах разговаривать публично со своим же агентом????
",1.0,1.0
"Я его лет в 16 читал на волне Сталкера так сказать...Вот почти все книги этой серии в памяти спрессовались в какой-то конгломерат, а сон я помню вполне сносно, так что спасибо ЛукяненкЕ за него.
",0.0,0.0
"Так то отчисления это страховка, а не стоимость медицинских услуг.
",0.0,0.0
"Я тоже. Ладно мы, у нас еще сто лет назад власть захватил открыто антирусский режим. Мордор он и есть Мордор. Но у них-то еще совсем недавно все было хорошо и никто бы не мог даже представить такого пиздеца.
",0.0,0.0
"И оплата не более 10 процентов
",0.0,0.0
"Раньше навязывали страховку, но последние 2 рассрочки даже не предлагали её. До этого когда навязывали, то соглашался. Потом шел в банк, писал заявление на отказ от страховки и мне наличкой возвращали эти деньги. Получается как взял в кредит наличку под 12 )
",0.0,0.0
"Если бы не разгрузился то точно так же потратил бы сумму доставки и время. Ну может времени немного меньше потерял бы, но потерял все равно
",0.0,0.0
"Эти - не люди, однозначно. Многие помогают им, типо, ну это же друзья. А потом дохнут от них. Дибилы
",1.0,0.0
"Вах. Спасибо. Мне нравится фотографировать, но из-за того, что снимки сделаты на телефон, не получается добиться хорошего качества (разрешения) фото (
",0.0,0.0
"Это не альтернатива, а лишний искусственный бессмысленный источник опасности. В пешеходов они будут вмазываться и сваливать, а сами хрустеть под автомобилями. Сними ни пешеход не может спокойно ходить, ни автомобиль нормально ездить. Велодорожки - хуйня полная, везде их не построишь; строить нужно с поручнями-разделителями, чтобы не драли рулями рукава пешеходам; даже если сделать ололо ВС и ВЕЗДЕ - на всех пересечениях будут такие пиздец конфликты интересов, что я даже не знаю. Ну просто взять бумагу и нарисовать перекрёсток двух улиц автомобили-велосипеды-пешеходы; а если еще и трамваи, то это вообще хана, восемь разнофункциональных полос, всем поворачивать в разные стороны. Причем из всех участников самыми СУЕТЛИВЫМИ будут велосипидоры, поскольку они не трамвай, которому некуда спешить, не автомобилист, которого отдерут в жопу по ПДД, и не пешеход, который отвечает здоровьем больше всех и имеет ограниченную скорость. Велосипидоры будут преимущественно МОЛОДЫМИ, ЭНЕРГИЧНЫМИ, лезущими в бутылку. Это будет очень тяжелый мир.
",0.0,0.0
"Я понимаю что ты поймал волну и пишешь как нравится. Но попробуй меньше мата, его щас прям много лишнего.
",0.0,1.0
"Насыпать пшено на крышу и капот
",1.0,1.0
"Уже лет 10 как они под себя подмяли эту сферу.
",0.0,0.0
"Нормальный подарок.... можно ещё расчёстку подарить
",0.0,0.0
"Я все твои видео смотрю два раза, сначала тобой любуюсь, потом твой работой.
",1.0,0.0
"Тур пой долбоёб даже пентатонику нормально сыграть не может
",1.0,0.0
"Зачем Алекс Пыня залупается на людей умнее его? Ему нравится полным дебилом на их фоне выглядеть? Был же тот же Золотов, во время срача с которым даже не понятно кто мразотнее поначалу.
",1.0,0.0
"как насчёт стерелизации людей? Например не взял котенка - чик чик.
",0.0,0.0
"DLC Что делает эта длси?
",1.0,1.0
"3000 батарей в год? Как-то совсем немного. Это экспериментальный завод для обкатки технологий?
",0.0,0.0
"Лол я вообще такси с телеги заказываю еду с юга Москвы до севера области. За 400 когда цена больше 1300
",0.0,0.0
"Правильно говоришь. Это и есть система. Все должно быть. Но в меру. Мера определяется теми, кто занимается системой.",0.0,0.0
"Както не заметна тенденция снижения курящих в Новосибирске, постоянно выхожу из НГТУ и прохожу мимо группы потенциальных больных раком лёгких, в перемешку с вейперами, и вот уже лет 5 эти стайки молодежи не уменьшаются в колличестве. Да и в супермаркетах каждый второй сливает 100 рублей на очередную пачку.
",0.0,0.0
"АлиЭкспресс регулярно крашится, как только через кэшбек-сервисы заходишь. И изображения товаров и рекламы регулярно перестают грузиться. Остаётся белое окно с белыми полями другой интенсивности и нормальными цветными значками. В Steam вместо Инвентаря, Значков, Торговой площадки и новостей с рекламой игр - серое пустое окно и Ошибка -118 . Чат с друзьями тоже не может подключиться к Steam. Но онлайн-игры работают и синхронизируются с облаком. В поддержку уже писал.
",0.0,0.0
"Лол, новый Гамаз: Друзья! Так не годиться! Я между прочим работаю и делаю хорошие и качественные видео. Но в итоге я вижу у себя на яндексе 0 рублей.
",0.0,0.0
"Это говорит о том что не исправен мотор ,если мотор исправен он работает тише современного холодильника.
",0.0,0.0
"Ага а объединение памяти телефона с картой запретили. И теперь со всякими фокуса и только выкручиваться
",0.0,1.0
"А если и изберут, то этот совет все равно ниче делать не будет.
",0.0,0.0
"покупательная способность доллара падает падает чуть более 2 в год иирк 100 in 2000 146.79 in 2019
",0.0,0.0
"Это тоже ты, нищий, маргинальный, тупой и завистливый рагуль?
",1.0,1.0
"И как бонусом регулярная реклама яндекс обрыгаловки.
",0.0,1.0
"Сейчас бы в 2к18 не иметь фейкоаккаунтов в платежах.
",0.0,0.0
"4G, Болгария, оператор Мтел, пока что не нашел место где не ловит, пока что не было случая со скоростью ниже 70Mbps, чем хуже мой 4G?
",0.0,0.0
"Закупаюсь на Даниловском. Продукты гораздо лучше, чем в магазинах. Про АБ конечно речь не идет.
",0.0,0.0
"Городу остаётся только малая часть от подоходного налога уплачиваемого работниками завода и остальными жителями. Все остальные налоги НДС и налог на прибыль уходят в Москву и в область
",0.0,0.0
"Надо было для собаки еще и отобрать мороженое у старшей девочки. Она и та к жирная.
",1.0,0.0
"В том трансгазе, где я уже лет 7 работаю, сейчас есть только компенсация проезда к месту отдыха (процентов 30, точно не помню). Не РКС, если что. А года до 2014 тоже была компенсация путевки до 85 работнику и до 40 - члену семьи. Процентовка зависела от газового стажа.
",0.0,0.0
"Пфф, в центре Питера напротив ИТМО стоит действующая обсерватория. И они проводят наблюдения двойных звезд. Если застроят Пулково - появится еще одно гетто по типу Девяткино. РАН уже не про науку, она давно себя дискредитировала и её решения о переносе научных площадок не выдерживает никакой критики.
",0.0,0.0
"3000 - выход , 1000 уже висел ) кинулся чуть выше обычного) 2000метров за 34 секунды. обычно это 45 секунд . Пищалка про трек, она округляет высоту отделения ,как я понял и раскрытия -10 метрв вроде
",0.0,0.0
"Если просто стекло менять, то просто посмотреть в интернете как вынуть механизм из корпуса. Это не сложно. Но вот сделать профилактику, то да лучше в мастерскую. А сели часы старые, то профилактика им нужна.
",0.0,0.0
"Последнее время мужики прямо бегут к месту, особенно с 20-40 лет, я прямо умиляюсь) сама никогда не сажусь, так проще и никого ни в чем обвинять не придется)
",0.0,0.0
"Это он отъехал уже. Видать, на пятихатку заправился...
",1.0,1.0
"- Это ты мне приготовил? Тук-тук, твою мать!..
",0.0,1.0
"Торгашка обыкновенная. Такие за свою выгоду и в жопу дадут и мать продадут
",1.0,1.0
"Потому что если платить не будут, казахская армия вместе с США, НАТО и Украиной, быстро и решительно прогонит пидорашек напалмом, артиллерией, танками и ракетами обратно в снежную нигерию, казахи шутить и сюсюкаться с руснёй не будут.",1.0,0.0
"У меня километров 10, а по трассе по прямой за 15 минут доезжаю.
",0.0,0.0
"Есть мнение, что ещё жирный может немного хайпануть. Его петросянство уже протекло во всевозможные нарезочки и реакции.",1.0,0.0
"Хуямп. Принимай струю на свой пятачок, лахтодырый.
",1.0,1.0
"Ещё одна уродливая чурка. В крематорий.
",1.0,0.0
По идее это позор но поцреоты будут надрывно гордиться.,1.0,0.0
"Лабковский по ним плачет
",1.0,0.0
"Не новое и не навязанное. Вкус только обжаренного кофе, и простоявшего в пачке на складе пол года, кардинально отличаются.
",0.0,0.0
"Тред снова засран, ничего не чистится, никто не банится уже который день, поменяйте модера
",1.0,0.0
"Мажино была взята довольно быстро.
",0.0,0.0
"Ты на сосаче, не нужно каргокультить тут форчок, это выглядит уебищно. Пиши по-русски жиды.
",1.0,1.0
"Это я уже свои приоритеты ставлю. Вес начал набирать когда днем спал дополнительно. 8 часов для меня мало. Жрал я очень много.
",0.0,0.0
"Доставщики еды вообще в ужасе
",0.0,0.0
"в фонд ОМС мы отчисляем 5 от дохода. Да, медицина не только из фонда ОМС спонсируется, но частично и из других налогов, которых тоже не так и много, т.к. идут они не только на медицину но и на все остальные перечисленные мной сферы на прилавках Арбидол и гомеопатия Ну я хз, где ты живешь, что в ваших аптеках нет лекарств нормальных. Ходить в госполиклиники имеет смысл только за больничным. И за направлением на операцию в гос.больницу, поскольку большинство операций в частных клиниках просто не делают - столкнулась лично, когда возникла такая необходимость. Поправить форму ушей - пожалуйста, удалить родинку, или какие-то несложные операции - пожалуйста, спокойно выполняются и в частных клиниках. Но если что-то серьезное - никто в частной медицине это делать не будет. Велком в государственную больницу. Да даже с тем же аппендицитом - ты поедешь в государственную больницу
",0.0,0.0
